postcode,SEIFA_advantage_disadvantage,SEIFA_disadvantage,SEIFA_economic,SEIFA_education_occupation
5330,1,1,1,1
5331,2,2,2,2
5332,1,1,1,1
5333,2,2,2,2
5340,3,3,3,2
5341,1,1,1,1
5342,2,3,4,2
5343,1,1,1,2
5344,2,2,3,1
5345,1,1,1,1
5346,1,2,2,1
5350,5,5,5,4
5351,4,4,5,3
5352,4,4,4,3
5353,3,3,4,3
5354,1,1,2,1
5355,3,3,4,2
5356,2,3,4,1
5357,2,2,3,2
5360,4,5,5,3
5371,4,4,5,3
5372,3,3,4,2
5373,2,2,3,2
5374,1,1,2,2
5381,1,1,2,2
5400,3,3,4,3
5401,2,2,3,2
5410,2,2,3,1
5411,2,2,3,3
5412,2,2,2,3
5413,2,2,2,3
5414,4,4,5,3
5415,5,5,5,5
5416,2,3,4,2
5417,2,2,3,3
5419,3,2,3,4
5421,1,1,1,1
5422,1,1,1,1
5431,3,3,4,4
5433,2,2,2,2
5434,2,2,1,2
5440,4,4,3,4
5451,4,4,3,4
5452,4,5,5,4
5453,4,4,4,3
5454,3,4,4,3
5460,2,2,4,2
5461,2,2,2,2
5462,2,2,2,2
5464,3,3,4,3
5470,3,3,3,4
5472,2,2,2,4
5473,1,1,2,2
5480,3,3,3,3
5481,3,3,3,4
5482,4,4,3,4
5483,4,3,3,5
5485,3,3,3,3
5490,4,4,4,4
5491,3,3,3,3
5495,1,1,2,1
5501,3,3,4,1
5502,3,3,4,2
5510,3,3,2,3
5520,1,1,1,2
5521,3,2,3,4
5522,2,2,2,2
5523,3,3,2,3
5540,1,1,1,1
5550,1,1,1,1
5552,1,1,1,1
5554,2,2,2,1
5555,4,4,4,4
5556,1,1,1,1
5558,1,1,2,1
5560,2,2,2,3
5570,2,2,3,3
5571,2,2,2,2
5572,5,4,5,5
5573,1,1,1,2
5575,2,3,3,2
5576,1,2,2,2
5577,1,1,1,1
5580,3,3,4,4
5581,2,2,2,1
5582,1,2,2,2
5583,1,1,1,1
5600,4,4,3,3
5601,1,1,1,1
5602,2,2,2,1
5603,2,2,2,1
5604,2,2,2,3
5605,2,2,2,2
5606,2,2,2,2
5607,4,4,4,3
5608,1,1,1,1
5609,4,5,5,3
5630,4,4,5,4
5631,3,4,4,4
5633,4,3,3,4
5640,3,4,4,3
5641,4,4,4,4
5642,5,5,5,5
5650,4,4,4,4
5652,3,4,3,3
5654,4,4,4,4
5670,3,3,2,3
5680,3,3,3,2
5690,1,1,1,2
5700,1,1,1,1
5710,4,4,4,2
5720,2,2,1,3
5722,1,1,1,1
5723,1,1,1,1
5724,1,1,1,1
5725,5,5,5,3
5731,3,3,2,2
5732,1,1,1,1
5734,1,1,1,1
7000,5,5,2,5
7004,5,5,3,5
7005,5,5,4,5
7007,5,5,5,5
7008,4,4,3,5
7009,2,2,1,3
7010,1,1,1,1
7011,2,2,1,1
7012,4,4,5,3
7015,5,5,4,5
7016,1,1,1,1
7017,5,5,5,4
7018,4,4,3,4
7019,1,1,1,1
7020,5,5,5,5
7021,5,5,5,5
7022,4,4,4,4
7023,4,4,4,4
7024,5,5,5,5
7025,5,5,5,5
7026,3,3,5,3
7027,1,1,2,1
7030,1,1,1,1
7050,4,5,4,5
7052,5,5,5,5
7053,5,5,5,5
7054,5,5,5,5
7055,5,5,4,4
7109,3,3,4,3
7112,2,2,2,4
7113,3,3,3,4
7116,2,2,2,3
7117,2,2,2,2
7120,1,1,2,2
7140,1,1,2,1
7150,4,4,4,5
7155,5,5,5,5
7162,5,5,5,5
7163,5,4,5,5
7170,5,5,5,5
7171,4,4,4,3
7172,3,3,3,2
7173,3,3,3,3
7176,3,3,4,4
7177,2,2,2,2
7178,2,2,3,4
7179,3,3,3,3
7180,2,2,2,4
7182,2,2,2,1
7183,2,2,2,4
7184,1,1,1,2
7186,2,2,2,2
7190,2,2,2,2
7209,3,3,2,4
7210,1,1,1,2
7211,3,3,4,3
7212,4,4,4,4
7213,1,1,1,1
7214,1,1,1,1
7215,2,2,2,3
7216,1,1,1,2
7248,1,1,1,1
7249,3,3,2,3
7250,4,4,3,4
7252,5,5,5,4
7253,1,1,1,1
7254,4,4,4,3
7255,4,4,4,5
7256,3,3,3,3
7257,1,1,1,1
7258,5,5,5,5
7259,3,3,4,3
7260,2,2,2,1
7261,1,1,1,1
7262,3,3,3,3
7263,2,2,3,2
7264,1,1,1,2
7265,1,1,1,3
7267,4,4,5,3
7268,4,4,4,4
7270,2,2,2,1
7275,4,4,4,4
7276,3,3,3,4
7277,5,5,5,4
7290,4,4,4,2
7291,4,4,4,4
7292,4,4,5,4
7300,4,4,5,2
7301,3,3,3,2
7302,3,3,3,2
7303,3,3,4,3
7304,3,3,3,3
7305,2,2,2,1
7306,2,2,3,2
7307,3,3,3,3
7310,2,2,2,2
7315,3,3,2,2
7316,4,4,4,3
7320,2,2,1,2
7321,4,4,4,3
7322,2,2,1,2
7325,3,2,3,2
7330,2,3,3,1
7331,4,4,3,4
7467,1,1,1,1
7468,3,3,3,2
7469,1,1,2,1
7470,1,1,1,1
3000,4,3,1,5
3002,5,5,2,5
3003,5,5,1,5
3004,5,5,2,5
3005,5,5,1,5
3006,5,5,1,5
3008,5,5,1,5
3011,2,2,1,4
3012,2,2,1,4
3013,5,4,3,5
3015,5,4,3,5
3016,5,5,4,5
3018,3,3,2,4
3019,1,1,1,1
3020,1,1,1,1
3021,1,1,1,1
3022,1,1,1,1
3023,3,2,4,2
3024,3,3,3,2
3025,1,1,1,2
3026,1,1,1,1
3027,5,5,5,5
3028,2,2,2,2
3029,3,3,3,2
3030,4,3,4,3
3031,3,1,1,5
3032,4,3,2,5
3033,4,4,4,3
3034,3,2,3,3
3036,5,5,5,4
3037,3,3,4,2
3038,4,4,4,3
3039,5,5,3,5
3040,5,5,3,5
3041,5,5,4,5
3042,3,3,3,3
3043,2,3,3,2
3044,4,3,2,4
3045,4,5,3,4
3046,2,1,1,2
3047,1,1,1,1
3048,1,1,1,1
3049,3,3,4,2
3051,3,2,1,5
3052,5,4,1,5
3053,2,1,1,5
3054,5,5,1,5
3055,4,3,1,5
3056,4,4,1,5
3057,5,4,1,5
3058,3,3,2,4
3059,5,5,5,3
3060,1,1,1,1
3061,1,1,1,1
3063,4,3,5,2
3064,2,2,3,1
3065,3,1,1,5
3066,1,1,1,4
3067,5,4,2,5
3068,5,5,2,5
3070,5,4,2,5
3071,4,3,1,5
3072,3,2,1,4
3073,1,1,1,2
3074,1,1,1,1
3075,1,1,1,1
3076,2,2,3,2
3078,5,5,3,5
3079,5,5,4,5
3081,1,1,1,3
3082,3,3,4,2
3083,4,3,3,4
3084,5,5,4,5
3085,5,5,4,5
3087,4,4,3,4
3088,5,5,4,4
3089,5,5,5,4
3090,5,5,5,4
3091,5,5,5,4
3093,5,5,5,5
3094,5,5,4,5
3095,5,5,5,5
3096,5,5,5,4
3097,5,5,5,5
3099,5,5,5,4
3101,5,5,5,5
3102,5,5,5,5
3103,5,5,4,5
3104,5,5,5,5
3105,4,4,4,4
3106,5,5,5,5
3107,5,5,5,5
3108,5,4,4,5
3109,5,4,4,5
3111,5,5,5,5
3113,5,5,5,5
3114,5,5,5,5
3115,5,5,5,4
3116,4,4,5,3
3121,4,3,1,5
3122,5,5,2,5
3123,5,5,3,5
3124,5,5,5,5
3125,4,3,2,5
3126,5,5,5,5
3127,5,5,5,5
3128,4,3,1,5
3129,5,4,3,5
3130,5,5,4,5
3131,4,4,3,4
3132,5,5,3,5
3133,5,5,5,5
3134,4,4,4,4
3135,4,4,3,4
3136,4,4,4,4
3137,3,4,4,2
3138,4,4,4,3
3139,3,4,4,2
3140,4,4,4,3
3141,5,5,1,5
3142,5,5,4,5
3143,5,5,3,5
3144,5,5,5,5
3145,5,5,4,5
3146,5,5,5,5
3147,5,4,3,5
3148,4,3,2,5
3149,5,5,4,5
3150,5,5,4,5
3151,4,4,3,5
3152,5,5,5,4
3153,3,3,3,3
3154,4,5,5,3
3155,3,3,3,3
3156,4,4,4,3
3158,4,5,5,4
3159,5,5,5,4
3160,4,5,4,4
3161,5,5,4,5
3162,5,5,4,5
3163,5,5,2,5
3165,5,4,4,4
3166,4,4,2,5
3167,4,3,3,4
3168,3,2,1,5
3169,2,1,2,2
3170,4,4,4,4
3171,1,1,1,1
3172,2,2,2,2
3173,2,2,4,2
3174,1,1,1,1
3175,1,1,1,1
3177,1,1,1,1
3178,5,5,5,4
3179,4,4,4,3
3180,4,4,4,3
3181,5,4,1,5
3182,5,5,1,5
3183,5,5,1,5
3184,5,5,2,5
3185,5,5,3,5
3186,5,5,5,5
3187,5,5,5,5
3188,5,5,4,5
3189,4,4,3,4
3190,4,4,4,5
3191,5,5,5,5
3192,4,4,3,4
3193,5,5,5,5
3194,4,4,3,5
3195,5,5,5,5
3196,3,3,3,4
3197,4,4,4,4
3198,2,2,1,2
3199,3,2,2,3
3200,1,1,1,1
3201,2,2,2,1
3202,5,5,5,5
3204,5,5,4,5
3205,4,3,1,5
3206,5,5,3,5
3207,5,5,3,5
3211,4,4,5,2
3212,3,4,4,2
3214,1,1,1,1
3215,2,2,2,2
3216,4,4,3,4
3217,5,5,4,5
3218,3,3,1,4
3219,1,1,1,1
3220,4,4,3,5
3221,4,4,5,3
3222,3,3,3,2
3223,1,1,2,2
3224,3,4,4,2
3225,4,4,3,5
3226,4,4,4,4
3227,5,5,4,5
3228,5,5,5,5
3230,4,4,3,4
3231,4,4,4,5
3232,4,4,3,4
3233,3,3,2,3
3235,4,4,4,5
3236,1,1,1,4
3237,2,2,3,4
3238,3,3,3,5
3239,2,1,2,3
3240,5,5,5,4
3241,2,2,2,2
3242,3,3,3,4
3243,4,4,5,5
3249,3,3,4,3
3250,1,1,1,1
3251,1,1,2,1
3254,2,2,4,1
3260,2,2,2,2
3264,1,2,2,1
3265,3,3,4,3
3266,2,2,3,2
3267,4,4,5,4
3268,3,3,5,3
3269,4,4,4,4
3270,2,2,1,4
3272,2,2,2,3
3273,5,4,4,5
3274,3,2,3,5
3275,4,4,5,2
3276,3,3,4,4
3277,3,4,4,3
3278,4,3,5,3
3280,2,2,2,2
3281,4,5,5,3
3282,3,3,4,2
3283,4,4,5,4
3284,3,3,2,4
3285,4,4,4,4
3286,3,2,3,4
3287,4,3,5,3
3289,2,2,3,3
3292,3,2,2,4
3293,2,2,2,4
3294,4,3,3,4
3300,2,2,2,2
3301,5,5,5,5
3302,3,3,4,4
3303,3,2,4,3
3304,1,1,2,1
3305,1,1,2,1
3309,3,3,3,3
3310,1,2,2,2
3311,1,1,1,1
3312,3,4,4,4
3314,4,4,4,5
3315,2,2,2,2
3317,3,3,3,4
3318,1,1,1,2
3319,2,2,2,2
3321,4,4,5,3
3324,1,1,2,3
3325,2,2,2,4
3328,4,4,5,2
3329,4,5,4,4
3330,2,2,3,1
3331,4,4,5,2
3332,3,3,4,1
3333,3,3,3,2
3334,2,2,3,3
3335,1,1,2,1
3337,2,2,2,1
3338,1,1,2,1
3340,3,3,3,2
3341,4,4,5,3
3342,2,2,3,2
3345,3,3,4,2
3350,3,3,2,4
3351,3,3,4,2
3352,4,4,4,3
3355,1,1,1,1
3356,1,1,1,1
3357,4,5,4,4
3360,2,2,2,2
3361,2,2,2,3
3363,2,2,1,2
3364,4,4,4,4
3370,1,1,1,1
3371,1,1,2,1
3373,1,1,1,1
3374,3,3,3,3
3375,3,3,3,4
3377,1,1,1,1
3378,5,5,5,5
3379,1,1,2,3
3380,1,1,1,1
3381,3,3,3,4
3384,2,2,3,3
3385,3,3,4,3
3387,4,4,4,5
3388,2,2,2,3
3390,1,1,1,2
3391,2,2,3,3
3392,1,1,2,2
3393,1,1,1,2
3395,3,3,3,3
3396,2,2,2,2
3400,2,2,1,2
3401,4,4,5,4
3407,2,2,2,3
3409,3,3,3,4
3412,1,1,1,3
3413,4,4,4,4
3414,1,1,1,1
3418,2,2,2,2
3419,2,2,2,3
3420,4,4,4,4
3423,1,1,1,1
3424,1,2,2,2
3427,2,2,3,1
3428,4,3,5,2
3429,4,4,4,2
3430,4,4,5,3
3431,5,5,5,4
3433,5,5,5,3
3434,4,4,5,3
3435,3,3,4,3
3437,5,5,5,4
3438,5,5,5,4
3440,5,5,5,5
3441,5,5,5,5
3442,5,5,5,4
3444,3,3,3,3
3446,2,2,2,2
3447,2,2,2,4
3448,3,3,4,4
3450,2,2,1,3
3451,3,3,3,3
3453,3,3,4,4
3458,3,3,3,4
3460,2,1,1,4
3461,3,3,3,4
3462,2,2,2,3
3463,3,3,2,3
3464,2,2,2,2
3465,1,1,1,1
3467,1,1,1,1
3468,1,1,1,2
3469,2,1,2,4
3472,1,1,1,1
3475,1,1,1,2
3477,2,2,2,3
3478,1,1,1,1
3480,1,2,1,2
3482,3,3,3,4
3483,2,2,1,3
3485,1,1,1,1
3490,1,2,1,1
3491,2,2,3,4
3494,1,1,1,2
3496,1,1,1,1
3498,2,3,3,1
3500,1,1,1,1
3501,3,4,4,2
3505,1,1,2,1
3507,4,4,4,4
3509,2,2,4,3
3512,4,4,4,4
3515,3,3,4,2
3516,2,2,3,2
3517,1,1,1,1
3518,1,1,1,1
3520,1,1,1,1
3521,2,2,3,1
3522,2,2,3,3
3523,1,1,1,1
3525,2,2,2,2
3527,1,1,1,2
3530,3,2,2,4
3531,2,2,2,4
3533,1,1,2,2
3537,2,2,2,3
3540,2,2,2,3
3542,3,3,3,4
3544,3,3,2,4
3546,2,2,2,3
3549,1,1,1,1
3550,2,2,1,3
3551,4,5,5,3
3555,1,1,1,1
3556,1,1,1,1
3557,2,3,3,1
3558,1,1,1,2
3559,3,3,4,4
3561,2,2,3,2
3562,2,2,2,1
3563,1,1,2,1
3564,2,2,2,1
3566,1,2,2,3
3567,2,3,2,3
3568,2,2,2,2
3570,2,2,3,1
3571,2,2,3,4
3572,3,3,4,4
3573,2,2,3,4
3575,1,1,1,2
3579,1,1,1,1
3580,1,1,1,1
3581,3,3,3,4
3584,2,2,2,2
3585,1,2,1,2
3586,3,3,4,2
3588,1,1,2,1
3589,3,3,4,4
3590,4,4,4,3
3591,4,5,5,4
3594,1,1,1,1
3595,1,1,1,1
3596,1,1,2,1
3597,3,3,2,3
3608,1,2,2,1
3610,2,2,2,2
3612,1,1,1,1
3614,4,4,5,2
3616,2,2,2,2
3617,3,4,4,3
3618,1,1,2,1
3620,1,1,1,1
3621,1,1,2,1
3622,3,3,5,2
3623,1,1,2,1
3624,1,1,2,1
3629,1,1,1,1
3630,1,1,1,1
3631,4,4,5,3
3633,4,4,5,3
3634,4,4,4,3
3635,2,2,3,2
3636,1,1,2,1
3637,3,2,3,3
3638,1,1,2,1
3639,1,1,1,1
3640,3,3,4,2
3641,1,1,2,1
3644,1,1,1,1
3646,4,4,4,4
3649,1,1,3,1
3658,2,2,3,1
3659,4,4,4,3
3660,1,1,1,1
3662,5,5,3,4
3663,4,4,5,4
3664,2,3,3,2
3666,2,2,2,2
3669,2,2,2,3
3670,3,3,3,3
3672,1,1,1,1
3673,4,4,5,4
3675,4,4,4,3
3677,1,1,1,1
3678,4,4,5,4
3682,3,3,4,3
3683,2,2,3,1
3685,2,2,2,2
3687,1,1,2,1
3688,4,4,4,2
3690,2,2,1,1
3691,4,5,5,3
3694,3,4,3,4
3695,4,4,5,3
3697,3,3,3,3
3698,4,4,3,5
3699,1,1,1,2
3700,1,2,1,1
3701,4,3,4,4
3705,3,3,4,4
3707,2,2,1,3
3709,2,2,3,4
3711,2,3,3,2
3712,2,2,1,3
3713,1,1,1,1
3714,2,2,2,3
3715,3,4,4,4
3717,2,2,2,3
3719,4,4,4,4
3720,2,2,3,2
3722,3,3,3,3
3723,3,4,3,4
3725,3,3,3,3
3726,4,3,4,4
3727,3,3,3,3
3728,1,1,2,1
3730,2,2,2,1
3732,2,2,2,2
3733,4,4,3,4
3735,3,3,4,2
3737,1,1,1,1
3739,2,3,3,3
3740,3,3,2,3
3741,3,3,2,4
3744,3,4,3,3
3746,1,2,2,2
3747,3,3,2,4
3749,4,4,4,4
3750,4,4,5,3
3751,3,3,4,2
3752,4,4,5,3
3753,4,4,5,2
3754,5,5,5,4
3755,4,4,5,3
3756,3,4,5,2
3757,4,4,4,2
3758,4,4,5,2
3759,5,5,5,4
3760,5,5,5,5
3761,5,5,5,4
3763,3,3,4,3
3764,3,3,4,2
3765,4,4,5,3
3766,5,5,5,5
3767,5,5,5,5
3770,4,4,5,2
3775,4,5,5,4
3777,2,3,3,2
3778,3,3,3,3
3779,2,3,2,3
3781,3,3,4,2
3782,4,5,5,4
3783,4,4,5,3
3786,5,5,5,5
3787,5,5,5,5
3788,5,5,5,5
3789,5,5,4,5
3791,5,5,5,5
3792,5,5,5,5
3793,3,4,4,3
3795,4,4,4,4
3796,4,4,5,3
3797,2,2,3,1
3799,1,1,1,1
3802,3,3,4,3
3803,2,1,2,1
3804,5,5,5,3
3805,3,3,4,2
3806,5,5,5,4
3807,5,5,5,3
3808,5,5,5,4
3809,5,5,5,4
3810,3,3,3,2
3812,4,4,5,2
3813,4,4,5,2
3814,3,3,4,2
3815,3,4,4,1
3816,2,2,3,1
3818,2,2,3,2
3820,2,2,2,3
3821,4,4,5,3
3822,4,4,5,3
3823,3,3,3,3
3824,3,3,3,2
3825,1,1,1,1
3831,3,3,4,3
3832,3,3,4,3
3833,1,1,1,2
3835,2,3,4,2
3840,1,1,1,1
3842,1,1,1,1
3844,2,3,2,2
3847,2,1,2,1
3850,2,2,1,2
3851,2,2,3,2
3852,5,5,4,5
3854,4,4,5,2
3856,2,3,4,1
3857,4,4,4,3
3858,1,1,2,1
3859,3,3,4,2
3860,2,2,2,2
3862,3,3,4,3
3864,2,2,3,2
3865,2,2,3,1
3869,3,3,4,2
3870,2,2,3,2
3871,3,3,3,3
3873,3,3,4,3
3874,1,1,2,2
3875,2,2,2,2
3878,2,3,3,3
3880,2,2,2,2
3882,2,3,3,1
3885,2,2,2,2
3886,2,2,3,2
3887,1,1,2,1
3888,1,1,1,2
3889,1,1,1,3
3890,1,1,1,1
3891,3,3,2,5
3892,1,1,1,2
3895,3,2,3,3
3896,2,1,1,3
3898,2,2,2,3
3900,2,2,2,3
3902,1,2,3,1
3903,1,1,2,1
3904,3,4,3,4
3909,1,1,1,1
3910,4,4,4,2
3911,3,3,4,1
3912,3,4,4,2
3913,4,4,5,2
3915,1,1,1,1
3916,5,5,5,5
3918,4,4,5,2
3919,2,2,3,1
3920,5,5,3,4
3921,3,3,2,5
3922,2,2,2,3
3923,3,4,3,3
3925,3,3,3,3
3926,5,5,5,5
3927,5,5,5,5
3928,5,5,5,5
3929,5,5,5,5
3930,5,5,5,5
3931,3,3,3,3
3933,5,5,5,4
3934,5,5,5,4
3936,3,3,2,2
3937,5,5,5,5
3938,4,4,4,3
3939,1,1,2,1
3940,1,1,1,1
3941,2,2,2,2
3942,3,4,3,4
3943,4,4,3,5
3944,5,5,5,5
3945,4,4,5,3
3950,2,2,2,1
3951,4,4,5,4
3953,3,3,3,2
3954,4,5,5,4
3956,2,2,2,3
3957,3,3,4,4
3958,4,5,5,4
3959,4,4,4,4
3960,2,2,2,3
3962,1,1,2,2
3965,1,1,1,1
3966,2,2,3,3
3971,1,1,2,1
3975,5,4,5,3
3976,1,1,2,1
3977,2,3,3,1
3978,4,4,5,2
3979,4,4,5,4
3980,3,3,4,1
3981,2,2,4,1
3984,1,1,2,1
3987,3,3,5,1
3988,3,3,4,3
3991,2,2,3,1
3992,2,2,3,2
3995,1,1,1,1
3996,3,4,3,4
6000,5,4,1,5
6003,4,3,1,5
6004,5,4,1,5
6005,5,5,1,5
6006,5,5,4,5
6007,5,5,3,5
6008,5,5,3,5
6009,5,5,5,5
6010,5,5,4,5
6011,5,5,5,5
6012,5,5,3,5
6014,5,5,4,5
6015,5,5,5,5
6016,4,4,3,5
6017,3,3,1,4
6018,5,5,4,5
6019,5,5,3,5
6020,5,5,5,5
6021,4,4,4,4
6022,4,4,4,4
6023,5,5,5,5
6024,5,5,5,4
6025,5,5,5,4
6026,5,5,5,4
6027,5,5,5,4
6028,5,5,5,4
6029,5,5,5,5
6030,4,3,5,3
6031,5,4,5,3
6032,5,5,5,4
6033,4,4,5,4
6035,3,3,4,2
6036,4,4,5,3
6037,2,2,3,1
6041,2,2,4,1
6042,1,1,1,1
6043,1,1,2,1
6044,3,3,3,3
6050,5,5,4,5
6051,3,3,1,5
6052,4,4,3,5
6053,4,4,3,5
6054,2,2,2,3
6055,4,4,5,4
6056,2,2,3,2
6057,4,4,5,2
6058,3,3,3,1
6059,4,4,3,4
6060,3,3,1,5
6061,1,1,1,2
6062,3,3,3,3
6063,3,2,4,2
6064,1,1,2,1
6065,5,5,5,4
6066,3,3,4,2
6067,1,1,1,1
6069,5,4,5,3
6070,5,5,5,5
6071,5,5,5,5
6072,5,5,5,4
6073,4,4,4,4
6074,5,5,5,4
6076,5,5,5,5
6077,5,4,5,3
6078,5,5,5,3
6081,5,5,5,4
6082,4,4,5,3
6083,5,5,5,4
6084,4,4,5,2
6100,4,4,2,5
6101,4,3,2,5
6102,2,1,1,4
6103,3,2,1,4
6104,3,3,2,3
6105,2,2,1,3
6107,3,3,2,3
6108,3,3,4,2
6109,1,1,2,1
6110,2,2,3,1
6111,3,3,3,2
6112,3,2,4,1
6121,5,5,5,3
6122,4,4,5,2
6123,3,3,5,1
6124,3,3,5,2
6125,4,4,5,3
6126,3,3,3,4
6147,2,2,2,3
6148,5,5,4,5
6149,5,5,5,5
6150,5,5,5,5
6151,5,5,3,5
6152,5,4,2,5
6153,5,5,4,5
6154,5,5,4,5
6155,5,5,5,5
6156,5,4,4,5
6157,4,4,3,5
6158,5,5,4,5
6159,5,4,2,5
6160,4,3,1,5
6161,3,3,1,4
6162,3,3,2,5
6163,3,3,3,4
6164,5,5,5,4
6165,1,1,2,1
6166,4,4,5,3
6167,2,1,2,1
6168,1,1,1,1
6169,2,2,3,2
6170,3,3,4,2
6171,5,5,5,3
6172,4,3,5,2
6173,5,5,5,4
6174,3,3,4,2
6175,4,4,5,3
6176,4,4,5,3
6180,4,4,5,2
6181,5,5,5,2
6207,3,4,5,1
6208,2,2,3,1
6209,2,2,3,1
6210,2,2,2,1
6211,3,3,4,2
6213,2,2,2,2
6214,2,2,4,1
6215,1,1,3,1
6218,1,1,1,1
6220,2,2,3,1
6221,3,3,4,2
6224,1,1,2,1
6225,2,2,3,1
6226,5,5,5,3
6227,4,4,5,1
6229,3,3,3,1
6230,3,3,3,2
6232,3,3,4,1
6233,4,4,5,2
6236,4,4,5,3
6237,4,4,5,3
6239,3,3,4,2
6240,4,4,4,4
6244,2,2,3,3
6251,2,2,3,3
6253,2,2,3,4
6254,1,1,2,1
6255,2,2,3,3
6256,4,4,4,4
6258,1,1,2,1
6260,2,2,3,3
6262,1,1,2,3
6271,2,2,3,2
6275,2,2,2,3
6280,2,3,3,2
6281,4,5,5,4
6282,5,5,5,5
6284,4,5,4,4
6285,3,4,3,4
6286,4,4,4,4
6288,3,3,4,3
6290,2,2,2,2
6302,2,2,3,3
6304,1,1,2,3
6306,2,1,2,3
6308,1,1,2,2
6309,3,3,3,4
6311,3,3,3,3
6312,2,2,1,2
6313,3,3,4,4
6315,1,2,2,1
6316,3,3,3,4
6317,1,1,1,1
6318,1,1,1,1
6320,3,2,2,4
6321,1,1,1,1
6322,3,3,3,5
6323,1,1,2,2
6324,2,1,2,2
6326,3,3,4,3
6327,3,3,4,3
6328,3,3,3,4
6330,2,2,2,2
6333,3,3,2,4
6335,2,2,2,3
6336,2,2,2,4
6337,3,4,3,4
6338,4,4,4,5
6341,4,4,4,5
6343,5,5,5,5
6346,2,3,3,2
6348,4,4,3,4
6350,1,1,1,3
6352,5,5,4,5
6353,3,4,3,4
6355,4,4,4,5
6358,4,4,3,5
6359,3,4,4,4
6365,2,2,2,4
6367,1,1,1,1
6368,5,5,5,5
6369,2,2,2,2
6370,1,1,1,4
6373,5,5,4,5
6375,2,2,1,2
6383,1,1,1,2
6386,3,3,3,5
6390,4,3,4,2
6391,3,4,4,4
6392,3,3,3,4
6393,4,4,4,5
6394,4,5,4,5
6395,2,2,2,3
6396,3,2,3,4
6397,2,2,2,3
6398,1,2,1,3
6401,1,1,1,1
6403,2,2,3,3
6405,2,2,2,2
6407,3,3,2,3
6409,2,2,2,3
6410,1,1,1,1
6413,4,4,4,4
6415,2,2,2,2
6418,1,2,1,2
6421,4,4,4,4
6423,2,3,3,3
6425,4,4,4,5
6426,2,2,2,2
6429,1,1,1,1
6430,4,4,4,3
6431,1,1,1,1
6432,2,2,2,1
6434,1,1,1,1
6436,1,1,1,1
6437,4,5,3,2
6438,1,1,1,2
6440,1,1,1,1
6442,2,2,2,1
6443,1,1,1,1
6445,4,4,4,5
6447,5,5,5,5
6448,3,3,3,3
6450,2,2,2,2
6460,2,2,2,3
6461,1,1,1,2
6462,4,4,4,5
6468,4,4,4,4
6472,4,4,3,5
6475,2,2,2,3
6477,4,4,4,4
6479,3,3,3,4
6485,1,1,1,3
6488,1,1,1,4
6490,2,2,1,4
6501,4,4,5,2
6502,2,3,3,2
6503,3,3,4,3
6505,4,4,5,4
6507,4,4,4,4
6509,4,5,3,4
6510,2,2,2,2
6511,1,2,2,1
6513,3,4,4,4
6514,1,1,1,1
6515,4,4,4,4
6516,2,2,3,1
6517,3,3,3,3
6518,1,1,2,1
6519,2,2,1,3
6521,4,4,4,5
6522,2,2,2,3
6525,2,2,2,2
6528,3,3,4,2
6530,2,2,2,1
6532,4,4,4,3
6535,1,1,2,2
6536,2,2,2,2
6537,1,1,1,1
6556,4,3,5,3
6558,4,3,4,2
6560,1,1,2,1
6562,3,2,4,2
6564,2,2,3,2
6566,2,2,3,2
6567,3,3,4,4
6568,2,2,2,2
6569,3,3,2,3
6575,4,4,3,4
6603,2,2,1,2
6606,5,5,5,5
6608,5,5,5,5
6609,2,3,2,2
6612,3,3,4,4
6620,2,2,2,1
6623,2,3,3,3
6628,5,5,4,5
6630,1,1,1,2
6635,1,1,1,3
6638,1,1,1,1
6639,1,1,1,3
6640,1,1,1,1
6642,1,1,1,2
6646,1,1,1,2
6701,1,1,1,2
6705,1,1,1,1
6707,3,3,3,3
6710,1,1,1,2
6713,5,5,5,4
6714,5,5,4,3
6716,4,5,2,1
6718,1,1,1,1
6720,3,3,2,1
6721,5,5,4,4
6722,3,3,2,2
6725,1,1,1,3
6726,3,3,2,4
6728,1,1,1,1
6740,1,1,1,1
6743,1,1,1,3
6751,4,5,3,2
6753,3,4,2,2
6754,4,5,2,1
6758,1,1,1,3
6760,1,1,1,1
6762,1,1,1,1
6765,1,1,1,1
6770,1,1,1,1
