postcode,SEIFA_advantage_disadvantage,SEIFA_disadvantage,SEIFA_economic,SEIFA_education_occupation
3921,3,3,4,5
3922,3,3,2,3
3923,3,3,3,2
3925,3,3,2,3
3926,5,5,5,5
3927,5,5,5,5
3928,5,5,5,5
3929,5,5,5,5
3930,5,5,5,5
3931,4,3,3,3
3933,5,5,5,4
3934,5,5,5,4
3936,3,3,2,2
3937,5,5,5,5
3938,4,4,3,3
3939,2,1,1,1
3940,1,1,1,1
3941,2,2,2,2
3942,4,4,3,4
3943,5,5,4,5
3944,5,5,5,5
3945,3,4,5,3
3946,3,4,4,3
3950,1,1,1,1
3951,3,4,4,4
3953,3,3,3,3
3954,4,5,5,4
3956,2,3,3,3
3958,3,4,4,4
3959,3,4,4,4
3960,3,3,3,3
3962,1,1,1,2
3964,1,3,3,1
3965,1,1,1,1
3966,1,1,2,2
3971,1,2,2,2
3975,4,4,5,3
3976,2,1,2,1
3977,3,2,3,1
3978,4,4,5,3
3980,3,3,4,1
3981,2,2,4,1
3984,1,1,2,1
3987,3,3,3,1
3988,3,3,5,3
3991,2,3,4,2
3992,1,2,2,1
3995,1,1,1,1
3996,3,3,2,4
4000,5,5,3,5
4005,5,5,3,5
4006,5,5,4,5
4007,5,5,5,5
4008,2,1,2,1
4010,5,4,3,5
4011,5,5,5,5
4012,4,4,3,5
4013,4,4,3,5
4014,4,3,3,3
4017,4,4,3,4
4018,4,4,3,4
4019,2,1,1,2
4020,3,3,2,3
4021,3,2,2,2
4022,3,3,2,2
4025,4,4,5,3
4030,5,5,4,5
4031,5,4,3,5
4032,4,3,2,4
4034,4,4,4,4
4035,5,5,5,5
4036,4,4,4,3
4037,5,5,5,5
4051,5,5,4,5
4053,5,5,4,5
4054,4,4,3,5
4055,5,5,5,5
4059,5,5,4,5
4060,5,5,5,5
4061,5,5,5,5
4064,5,5,5,5
4065,5,5,5,5
4066,5,5,4,5
4067,5,5,4,5
4068,5,5,5,5
4069,5,5,5,5
4070,5,5,5,5
4073,5,5,5,5
4074,5,5,5,5
4075,5,5,5,5
4076,2,1,1,2
4077,1,1,1,1
4078,5,5,5,5
4101,5,4,2,5
4102,4,2,1,5
4103,5,4,2,5
4104,5,5,4,5
4105,4,4,2,5
4106,4,3,3,5
4107,4,4,2,5
4108,3,3,1,4
4109,5,4,4,5
4110,1,1,1,1
4111,5,5,3,5
4112,5,5,5,5
4113,5,5,4,5
4114,1,1,1,1
4115,5,5,5,4
4116,5,5,5,5
4117,2,2,3,1
4118,3,3,4,2
4119,5,5,5,4
4120,5,4,2,5
4121,5,5,4,5
4122,5,4,4,5
4123,4,5,4,4
4124,4,4,5,2
4125,4,4,5,2
4127,4,4,4,4
4128,5,5,5,4
4129,4,5,5,3
4130,5,5,5,4
4131,2,1,1,1
4132,1,1,1,1
4133,3,2,3,1
4151,5,5,4,5
4152,5,5,5,5
4153,5,5,5,5
4154,5,5,5,5
4155,5,5,5,5
4156,5,5,5,5
4157,4,4,4,3
4158,3,3,2,3
4159,5,5,5,4
4160,5,5,5,5
4161,4,4,4,3
4163,5,4,4,4
4164,5,5,5,4
4165,5,5,5,4
4169,5,5,3,5
4170,5,5,4,5
4171,5,5,5,5
4172,5,4,4,4
4173,4,4,4,4
4174,3,3,4,2
4178,4,3,3,4
4179,4,4,4,4
4183,2,1,1,3
4184,1,1,1,2
4205,2,2,1,1
4207,3,3,3,2
4208,5,5,5,3
4209,5,5,5,3
4210,5,5,5,3
4211,4,4,4,3
4212,5,5,5,4
4213,5,5,5,4
4214,5,4,5,4
4215,3,2,1,4
4216,4,4,3,4
4217,5,5,4,5
4218,5,4,4,5
4219,4,4,4,4
4220,4,4,4,4
4221,4,4,4,4
4223,4,4,4,4
4224,4,3,3,3
4225,3,2,1,3
4226,5,5,5,5
4227,4,4,3,4
4228,5,5,5,4
4229,5,4,2,5
4230,5,5,5,5
4270,4,4,5,3
4271,4,4,4,5
4272,5,5,5,5
4275,4,4,4,4
4280,4,4,5,2
4285,3,3,4,2
4287,1,1,2,2
4300,3,2,3,2
4301,3,3,3,1
4303,1,1,1,1
4304,2,1,1,1
4305,3,2,2,2
4306,4,5,5,4
4307,2,3,4,2
4309,3,3,4,3
4310,2,3,3,2
4311,2,2,3,1
4312,2,2,1,2
4313,1,1,2,1
4340,2,3,3,2
4341,2,2,2,1
4342,1,2,2,1
4343,2,2,2,1
4344,3,3,4,3
4345,2,1,1,5
4346,1,2,2,1
4347,1,1,2,1
4350,3,3,2,4
4352,4,5,5,4
4354,2,2,2,2
4355,2,2,2,3
4356,3,3,3,2
4357,2,2,2,2
4358,4,4,4,4
4359,3,4,4,4
4360,2,3,3,4
4361,2,3,3,3
4362,2,2,2,3
4363,3,4,5,3
4364,3,3,4,5
4365,1,1,1,2
4370,2,2,2,2
4371,1,2,2,1
4373,1,1,1,1
4374,3,2,3,5
4377,2,2,2,2
4380,1,1,1,2
4381,2,2,2,4
4382,3,3,3,5
4383,1,1,1,1
4385,1,2,2,3
4387,1,1,1,1
4388,2,2,3,3
4390,3,3,3,3
4400,3,3,3,1
4401,1,1,2,1
4402,1,1,2,2
4403,2,3,4,3
4404,4,5,5,5
4405,3,3,3,2
4407,1,2,2,2
4408,2,2,2,3
4410,1,1,1,1
4411,2,2,3,3
4412,3,5,5,4
4413,2,3,3,2
4415,1,2,1,2
4416,3,4,5,4
4417,2,2,3,3
4418,4,5,5,5
4419,1,2,3,4
4420,2,3,3,3
4421,1,1,1,2
4422,3,4,5,5
4423,2,4,3,4
4424,4,4,5,5
4425,2,2,3,4
4426,2,3,4,4
4427,1,1,1,1
4428,3,3,4,4
4454,3,3,4,4
4455,3,3,3,3
4462,4,4,5,5
4465,1,1,1,2
4467,2,2,4,3
4468,2,2,3,3
4470,3,2,2,3
4472,1,2,1,1
4474,3,2,3,5
4475,4,5,5,5
4477,1,1,1,1
4478,2,2,3,3
4480,2,2,1,3
4481,3,3,4,4
4482,2,1,1,3
4486,2,1,2,3
4487,3,2,3,3
4488,3,3,4,4
4489,2,1,3,4
4490,1,1,1,2
4491,4,4,4,5
4492,2,2,1,2
4493,2,1,3,4
4494,4,4,5,5
4496,1,2,3,3
4497,3,3,3,4
4498,2,4,3,5
4500,4,4,5,3
4501,3,2,2,2
4502,4,5,4,4
4503,4,4,4,3
4504,5,5,5,3
4505,4,4,5,2
4506,3,3,4,2
4507,2,2,2,2
4508,1,1,1,1
4509,5,5,5,5
4510,2,2,2,1
4511,3,3,4,1
4512,4,5,5,4
4514,3,3,3,2
4515,1,1,2,1
4516,4,5,5,2
4517,2,2,3,1
4518,3,3,4,3
4519,3,3,3,3
4520,5,5,5,5
4521,4,5,5,4
4550,3,3,4,2
4551,4,3,3,3
4552,4,4,3,5
4553,4,4,5,3
4554,4,4,5,4
4555,4,4,4,4
4556,5,5,5,5
4557,4,4,4,4
4558,3,2,1,3
4559,4,4,5,4
4560,3,3,2,3
4561,4,4,5,4
4562,5,5,5,4
4563,4,4,4,4
4564,4,4,4,4
4565,3,3,3,3
4566,4,4,4,4
4567,5,5,4,5
4568,3,3,3,4
4569,3,3,2,3
4570,2,2,2,1
4571,3,2,1,4
4572,5,4,3,5
4573,4,4,4,4
4574,2,2,1,4
4575,4,4,4,3
4580,1,1,1,1
4581,3,2,2,3
4600,1,1,1,2
4601,1,1,2,3
4605,1,1,1,1
4606,1,1,1,1
4608,1,2,3,2
4610,2,3,2,2
4612,2,3,4,4
4613,1,1,1,3
4614,1,1,1,1
4615,1,1,1,1
4620,1,1,1,1
4621,1,1,2,2
4625,1,1,1,2
4626,1,2,2,1
4627,1,1,1,3
4630,1,2,2,3
4650,2,1,1,1
4655,2,2,2,2
4659,1,1,1,1
4660,1,1,2,1
4662,1,1,1,1
4670,2,2,1,1
4671,1,1,1,1
4673,1,1,1,1
4674,1,1,1,1
4676,1,1,2,1
4677,2,2,2,1
4678,2,2,3,1
4680,4,4,4,2
4694,1,1,1,1
4695,1,1,2,1
4699,1,2,4,1
4700,3,2,1,3
4701,3,2,2,2
4702,3,3,3,2
4703,3,3,3,3
4705,2,2,4,3
4706,2,3,3,4
4707,2,2,2,3
4709,5,5,5,2
4710,3,3,2,3
4711,5,5,5,4
4712,1,1,1,1
4713,1,1,1,1
4714,1,1,1,1
4715,3,3,3,2
4716,2,3,4,2
4717,4,4,4,1
4718,3,4,4,2
4719,3,3,3,3
4720,5,5,5,3
4721,3,4,4,3
4722,3,3,4,3
4723,3,3,3,1
4724,2,2,2,2
4725,2,2,2,3
4726,2,3,3,3
4727,3,3,3,4
4728,3,3,4,3
4730,3,4,3,4
4731,1,2,1,2
4732,1,1,1,1
4733,5,5,5,5
4735,2,1,1,3
4736,3,3,2,3
4737,2,2,3,1
4738,1,2,3,1
4739,1,1,2,1
4740,4,4,4,3
4741,3,3,4,2
4742,3,3,4,1
4743,4,5,4,2
4744,5,5,5,3
4745,4,4,5,1
4746,4,5,4,3
4750,5,5,5,4
4751,4,4,5,2
4753,3,4,4,2
4754,2,3,3,2
4756,1,1,2,1
4757,1,1,2,2
4798,1,2,2,2
4799,2,2,2,2
4800,3,3,3,2
4802,4,4,4,4
4803,5,3,3,4
4804,1,1,2,1
4805,2,1,2,1
4806,2,2,2,1
4807,2,2,2,2
4808,2,2,2,1
4809,2,3,3,3
4810,4,4,2,5
4811,3,3,3,3
4812,3,3,1,4
4814,4,4,3,4
4815,3,3,3,3
4816,1,1,1,1
4817,4,4,4,3
4818,4,4,5,2
4819,4,3,2,4
4820,2,2,2,2
4821,2,2,2,2
4822,2,3,2,2
4823,3,3,5,3
4824,3,2,2,2
4825,3,2,2,2
4828,1,1,1,1
4829,1,1,1,1
4830,3,2,1,2
4849,2,1,1,1
4850,2,2,2,2
4852,3,3,2,4
4854,2,2,2,2
4855,1,1,1,1
4856,2,3,3,3
4857,1,2,2,1
4858,2,3,3,2
4859,1,1,1,1
4860,2,2,1,2
4861,1,1,1,2
4865,3,3,3,3
4868,4,3,3,3
4869,3,3,3,2
4870,4,3,2,4
4871,1,1,1,1
4872,3,4,4,4
4873,2,2,1,3
4874,3,1,1,2
4875,1,1,1,2
4876,1,1,1,1
4877,4,4,4,4
4878,4,4,3,4
4879,5,5,5,5
4880,2,1,1,2
4881,4,3,2,4
4882,3,3,4,3
4883,2,2,1,3
4884,4,4,3,4
4885,3,3,2,3
4886,1,1,2,2
4887,1,1,1,1
4888,1,1,1,2
4890,1,1,1,1
4891,1,1,1,1
4895,1,1,1,1
5000,5,3,1,5
5006,5,5,4,5
5007,4,2,1,4
5008,3,1,1,3
5009,3,2,2,3
5010,1,1,1,2
5011,3,2,2,3
5012,1,1,1,1
5013,1,1,1,1
5014,2,1,1,2
5015,2,1,1,2
5016,4,3,2,3
5017,1,1,1,1
5018,4,4,4,3
5019,4,2,1,4
5020,5,5,5,4
5021,5,5,5,4
5022,5,4,3,5
5023,2,1,1,2
5024,5,4,4,4
5025,4,4,3,3
5031,4,2,1,5
5032,4,3,2,4
5033,3,2,1,3
5034,5,5,4,5
5035,5,4,2,5
5037,4,3,2,4
5038,4,3,1,4
5039,4,2,1,4
5040,4,3,2,4
5041,5,5,4,5
5042,4,3,2,4
5043,2,1,1,3
5044,5,4,3,5
5045,5,4,3,5
5046,4,3,2,4
5047,3,2,1,3
5048,4,3,3,5
5049,5,5,5,5
5050,5,5,5,5
5051,5,5,5,5
5052,5,5,5,5
5061,5,5,5,5
5062,5,5,5,5
5063,5,5,4,5
5064,5,5,5,5
5065,5,5,5,5
5066,5,5,5,5
5067,5,5,3,5
5068,5,5,4,5
5069,5,5,4,5
5070,4,3,2,5
5072,5,5,4,5
5073,4,4,4,5
5074,3,2,2,3
5075,4,4,4,4
5076,5,5,5,5
5081,5,5,5,5
5082,5,4,4,5
5083,4,4,2,5
5084,1,1,1,1
5085,3,2,1,3
5086,3,2,1,3
5087,3,2,1,4
5088,2,1,1,2
5089,5,5,5,5
5090,4,4,3,3
5091,5,5,5,4
5092,4,4,4,3
5093,4,3,3,2
5094,1,1,1,1
5095,4,4,4,4
5096,4,3,4,2
5097,4,4,4,3
5098,3,2,2,2
5107,1,1,2,1
5108,1,1,1,1
5109,3,2,3,1
5110,2,1,3,1
5111,4,4,2,2
5112,1,1,1,1
5113,1,1,1,1
5114,3,2,3,1
5115,1,1,1,1
5116,3,2,2,1
5117,4,5,5,2
5118,4,4,4,3
5120,2,1,3,2
5121,2,2,4,2
5125,5,4,4,4
5126,4,4,4,3
5127,5,4,4,4
5131,5,5,5,5
5132,5,5,5,4
5133,5,5,5,5
5134,5,5,5,5
5136,5,5,5,5
5137,5,5,5,5
5138,5,5,5,5
5140,5,5,5,5
5141,5,5,5,5
5142,5,5,4,4
5144,5,5,5,5
5151,5,5,5,5
5152,5,5,5,5
5153,5,5,5,5
5154,5,5,5,5
5155,5,5,5,5
5156,5,5,5,5
5157,5,5,5,5
5158,5,5,5,4
5159,5,5,5,4
5161,3,4,3,2
5162,3,3,2,2
5163,2,1,1,1
5164,1,1,1,1
5165,2,1,1,1
5166,1,1,1,1
5167,4,3,3,2
5168,1,1,1,1
5169,3,3,2,2
5170,4,4,3,3
5171,4,4,4,4
5172,5,5,5,5
5173,3,2,2,2
5174,3,3,3,2
5201,4,4,4,3
5202,2,3,3,3
5203,3,2,2,2
5204,3,3,3,3
5210,4,4,5,3
5211,3,3,3,3
5212,3,3,3,4
5213,4,3,2,3
5214,2,2,2,2
5221,2,1,2,3
5222,3,3,3,3
5223,3,3,3,3
5231,5,5,5,4
5232,5,5,5,4
5233,4,4,5,5
5234,5,5,5,4
5235,3,3,4,3
5236,3,3,4,3
5237,2,3,3,2
5238,1,1,1,1
5240,5,5,5,5
5241,3,3,3,2
5242,5,5,5,4
5243,5,5,5,5
5244,4,4,5,4
5245,5,5,5,5
5250,5,5,5,4
5251,4,3,3,4
5252,4,4,4,3
5253,1,1,1,1
5254,2,3,4,2
5255,4,4,4,3
5256,1,2,2,2
5259,2,2,3,2
5260,1,1,1,1
5261,3,4,4,4
5262,4,5,5,4
5264,2,2,3,2
5265,1,1,1,1
5266,3,4,4,4
5267,4,4,4,4
5268,2,3,3,2
5269,2,2,4,3
5270,4,5,5,4
5271,3,3,3,2
5272,4,4,4,4
5275,2,3,3,2
5276,3,3,3,2
5277,2,2,2,2
5278,2,2,3,2
5279,1,1,1,1
5280,2,2,2,1
5290,2,2,1,1
5291,3,4,5,2
5301,3,4,4,5
5302,3,3,3,3
5303,3,4,5,5
5304,2,2,3,2
5306,3,4,4,4
5307,3,4,4,4
5308,2,3,3,2
5309,1,2,3,3
5311,2,2,2,3
5320,1,1,1,1
5322,2,4,4,1
5330,1,2,2,1
5331,1,1,2,2
5332,1,2,4,1
5333,2,2,3,2
5340,3,3,3,3
5341,1,2,2,1
5342,3,3,4,1
5343,2,2,2,2
5344,2,2,3,1
5345,1,1,2,1
5346,1,1,2,1
5350,5,5,5,4
5351,4,4,5,3
5352,4,4,4,4
5353,3,3,4,3
5354,1,1,1,1
5355,3,4,4,2
5356,2,3,4,1
5357,1,1,1,2
5360,4,4,5,3
5371,4,4,5,2
5372,3,3,4,2
5373,3,2,3,2
5374,2,2,3,2
5381,1,2,2,3
5400,3,3,3,3
5401,1,2,2,2
5410,2,2,3,3
5411,1,2,2,2
5412,2,2,2,3
5413,2,2,2,3
5415,4,5,5,5
5416,4,4,4,4
5417,2,2,2,3
5418,2,3,3,5
5419,2,3,3,4
5420,2,3,3,2
5421,1,1,1,1
5422,1,1,1,1
5431,2,3,3,4
5432,4,5,5,5
5433,1,1,1,2
5434,3,2,2,3
5440,4,4,4,4
5451,4,4,4,4
5452,4,5,5,4
5453,4,4,4,3
5454,3,4,4,3
5460,2,3,4,2
5461,2,2,3,2
5462,2,3,3,2
5464,3,4,5,4
5470,1,2,2,4
5471,3,4,3,5
5472,1,1,1,1
5473,1,1,1,1
5480,2,2,2,4
5481,2,2,3,3
5482,3,3,3,4
5483,3,3,3,4
5485,3,3,4,3
5490,2,2,3,4
5491,3,3,2,3
5495,1,2,2,2
5501,3,3,4,1
5502,2,3,4,1
5510,3,3,3,4
5520,1,1,1,1
5521,1,1,1,3
5522,1,2,2,2
5523,3,2,2,3
5540,1,1,1,1
5550,1,1,2,1
5552,4,4,4,4
5554,2,2,2,1
5555,2,3,3,4
5556,1,1,1,1
5558,1,1,2,1
5560,3,3,4,3
5570,1,1,2,1
5571,1,2,2,2
5572,4,5,5,5
5573,1,1,1,2
5575,2,3,3,3
5576,2,2,2,2
5577,1,1,1,2
5580,1,1,2,1
5581,1,1,2,1
5582,1,2,1,1
5583,1,1,2,2
5600,4,3,2,3
5601,1,1,1,1
5602,2,3,3,2
5603,2,2,3,2
5604,3,3,4,5
5605,1,2,2,2
5606,3,2,2,2
5607,3,4,4,4
5608,1,1,1,1
5609,4,4,3,3
5631,2,3,2,3
5632,4,5,5,5
5633,3,4,4,4
5640,3,4,3,3
5641,3,4,4,4
5642,4,5,5,5
5650,3,4,4,5
5652,2,3,2,3
5653,3,4,4,4
5654,2,3,1,4
5655,2,4,3,4
5661,2,3,3,3
5670,2,2,2,4
5671,4,5,4,5
5680,2,2,2,2
5690,2,1,1,2
5700,1,1,1,1
5710,2,1,2,1
5720,4,4,2,3
5722,1,1,1,1
5723,1,1,1,1
5724,2,1,1,1
5725,5,5,5,3
5730,4,4,4,4
5731,4,4,3,1
5732,1,1,1,1
5733,1,1,1,1
5734,5,4,5,3
6000,5,4,1,5
6003,5,3,1,5
6004,5,4,2,5
6005,5,4,1,5
6006,5,4,3,5
6007,5,5,4,5
6008,5,5,4,5
6009,5,5,5,5
6010,5,5,5,5
6011,5,5,5,5
6012,5,5,4,5
6014,5,5,5,5
6015,5,5,5,5
6016,5,4,3,5
6017,2,1,1,3
6018,5,5,4,5
6019,5,5,4,5
6020,5,5,5,5
6021,4,3,4,3
6022,5,4,4,4
6023,5,5,5,5
6024,5,5,4,4
6025,5,5,5,4
6026,5,5,5,4
6027,5,5,5,4
6028,5,5,5,4
6029,5,5,5,5
6030,4,4,5,3
6031,5,5,5,3
6032,4,5,4,4
6033,4,4,5,4
6035,3,3,3,2
6036,5,5,5,3
6037,2,2,2,1
6041,2,2,4,1
6042,2,3,3,2
6043,1,1,3,2
6044,1,2,2,1
6050,5,5,4,5
6051,4,2,1,5
6052,5,4,3,5
6053,4,3,2,4
6054,3,2,2,3
6055,4,4,4,3
6056,3,2,2,2
6057,4,4,4,2
6058,3,3,3,1
6059,4,4,3,4
6060,4,3,1,4
6061,1,1,1,1
6062,4,3,3,3
6063,3,2,3,2
6064,2,1,2,1
6065,5,5,5,3
6066,4,3,4,2
6069,5,5,5,3
6070,5,5,5,5
6071,5,5,5,5
6072,4,4,5,4
6073,4,4,4,4
6074,5,4,5,4
6076,5,5,5,5
6081,5,5,5,4
6082,4,4,5,3
6083,5,5,5,4
6084,4,4,5,2
6100,5,4,2,5
6101,4,3,1,5
6102,3,1,1,4
6103,3,1,1,3
6104,3,2,2,3
6105,2,2,1,2
6107,3,2,2,3
6108,4,3,4,2
6109,2,1,2,1
6110,3,2,3,1
6111,4,3,3,2
6112,2,2,3,1
6121,5,5,5,3
6122,4,4,5,2
6123,3,4,5,1
6124,3,3,4,3
6125,4,4,5,2
6126,3,3,3,4
6147,3,2,2,3
6148,5,5,4,5
6149,5,5,5,5
6150,5,5,5,5
6151,5,5,4,5
6152,5,4,3,5
6153,5,5,5,5
6154,5,5,4,5
6155,5,5,5,4
6156,5,4,4,5
6157,5,4,3,5
6158,5,5,5,5
6159,5,5,3,5
6160,5,3,1,5
6161,3,3,1,3
6162,4,2,2,5
6163,4,3,3,3
6164,5,4,5,3
6165,3,3,4,2
6166,4,4,5,2
6167,1,1,2,1
6168,2,2,2,1
6169,3,3,3,2
6170,3,3,4,1
6171,5,5,5,3
6172,4,4,5,2
6173,5,5,5,4
6174,4,3,4,2
6175,5,5,5,3
6176,5,5,5,3
6207,2,3,3,2
6208,2,2,3,1
6210,3,3,3,1
6213,2,1,2,1
6214,1,2,3,1
6215,2,2,3,1
6218,1,1,1,1
6220,1,2,2,1
6221,3,3,4,2
6224,1,1,2,1
6225,1,1,2,1
6226,4,4,5,2
6227,3,4,4,2
6228,2,2,3,1
6229,1,1,2,1
6230,3,3,3,2
6232,4,3,4,1
6233,4,4,5,2
6236,4,4,5,3
6237,4,4,5,3
6239,3,3,3,3
6244,2,3,3,4
6251,2,2,3,3
6253,3,3,3,4
6254,1,1,1,1
6255,3,2,3,2
6256,3,3,3,4
6258,1,1,1,1
6260,3,3,3,3
6262,1,1,1,3
6271,3,3,3,2
6275,2,2,2,3
6280,3,3,3,2
6281,5,5,5,4
6282,5,5,5,5
6284,4,4,4,4
6285,4,4,3,4
6286,3,3,3,3
6288,3,4,4,4
6290,2,2,2,2
6302,3,3,2,3
6304,1,1,1,3
6306,1,1,2,3
6308,1,2,2,3
6309,1,1,1,1
6311,3,3,3,4
6312,2,2,2,3
6315,2,2,2,3
6316,3,4,4,5
6317,1,1,1,1
6318,2,3,3,4
6320,2,2,2,4
6321,1,2,3,3
6322,1,2,2,4
6323,2,2,2,2
6324,2,2,2,3
6326,4,4,4,4
6328,2,3,2,4
6330,2,2,2,2
6333,3,3,1,4
6335,1,1,1,3
6336,2,3,3,3
6337,4,4,3,4
6338,3,4,4,4
6341,3,4,4,4
6343,4,4,4,5
6346,4,4,5,3
6348,3,2,3,2
6350,2,2,2,3
6352,4,4,4,5
6353,4,4,3,3
6355,3,4,4,4
6356,4,4,3,5
6358,4,5,5,4
6359,3,4,4,4
6361,5,5,5,5
6363,4,5,5,5
6365,3,3,2,4
6367,2,2,2,3
6368,3,4,4,4
6369,1,2,2,3
6370,1,1,1,4
6372,1,2,1,3
6373,4,5,4,4
6375,2,2,2,3
6383,1,1,1,2
6385,3,4,4,5
6386,3,4,4,4
6390,2,2,3,2
6391,2,3,3,4
6392,2,3,3,4
6394,4,4,5,5
6395,2,3,3,4
6396,3,4,3,4
6397,2,2,2,4
6398,2,2,2,2
6401,1,1,1,1
6405,1,1,1,1
6407,2,2,2,3
6409,1,1,1,3
6410,1,1,1,1
6411,4,4,4,5
6415,2,2,1,2
6418,1,1,1,3
6420,4,5,5,4
6421,4,5,5,5
6423,3,3,4,4
6425,3,5,5,5
6426,2,3,2,1
6427,3,3,4,3
6429,2,2,2,1
6430,4,4,4,3
6432,2,1,2,1
6434,1,1,1,1
6435,3,3,3,1
6436,1,1,1,1
6437,4,4,3,2
6438,1,1,1,1
6440,1,1,1,1
6442,2,2,3,1
6443,1,1,1,1
6445,4,5,5,5
6448,2,2,3,3
6450,3,2,2,2
6460,1,1,1,2
6461,1,2,2,3
6462,3,4,4,5
6463,3,5,3,4
6465,2,4,4,4
6468,2,4,4,4
6470,4,5,5,5
6472,4,5,4,5
6473,4,5,5,5
6475,1,1,2,2
6476,2,3,4,4
6477,1,1,1,2
6479,3,3,3,4
6484,1,1,5,1
6485,1,1,1,2
6487,2,3,3,4
6488,1,1,1,1
6489,2,2,2,4
6490,1,1,1,2
6501,2,3,4,1
6502,3,3,3,1
6503,2,3,4,3
6505,3,4,4,4
6507,3,4,4,4
6510,2,2,2,2
6511,1,1,2,1
6513,2,3,3,5
6514,1,2,2,1
6515,4,4,4,5
6516,2,2,3,2
6517,3,3,2,3
6518,1,2,2,1
6519,2,2,2,3
6521,4,5,5,5
6522,2,2,2,4
6525,3,2,2,2
6528,2,3,3,2
6530,2,2,2,1
6532,4,4,4,3
6535,1,1,1,2
6536,2,2,2,2
6537,2,2,1,2
6556,4,3,4,2
6558,3,3,4,2
6560,1,1,1,1
6562,2,3,4,1
6566,2,2,2,2
6567,3,3,3,3
6568,3,4,3,4
6569,1,1,1,1
6572,4,5,4,5
6575,3,5,4,4
6603,3,3,3,3
6606,2,2,2,5
6608,4,5,4,5
6609,2,2,1,2
6612,3,2,4,4
6616,4,4,5,5
6620,1,1,1,2
6623,1,1,1,2
6627,5,5,5,5
6630,1,1,1,3
6635,1,1,1,2
6638,1,1,1,1
6640,1,1,1,1
6642,1,1,1,2
6646,1,1,1,1
6701,1,1,1,2
6705,2,1,2,2
6707,3,3,1,2
6710,1,1,1,1
6713,5,5,5,3
6714,5,4,4,3
6716,4,5,4,1
6718,1,1,1,1
6720,4,4,2,2
6721,5,3,3,3
6722,4,2,2,2
6725,2,1,1,2
6726,4,2,2,4
6728,1,1,1,2
6740,1,1,1,1
6743,3,1,1,3
6751,5,5,4,2
6753,4,3,3,2
6754,4,3,2,1
6758,2,1,2,1
6760,1,1,1,1
6765,1,1,1,1
6770,1,1,1,1
6798,NA,NA,NA,NA
6799,NA,NA,NA,NA
7000,5,5,4,5
7004,5,5,4,5
7005,5,5,5,5
7007,5,5,5,5
7008,5,4,3,5
7009,3,2,1,3
7010,2,1,1,1
7011,2,2,2,1
7012,4,5,5,4
7015,5,5,4,5
7016,1,1,1,1
7017,5,5,5,3
7018,4,4,3,4
7019,1,1,1,1
7020,5,5,5,5
7021,5,5,5,5
7022,4,4,4,4
7023,5,4,4,5
7024,5,5,5,5
7025,5,5,5,5
7026,3,4,4,3
7027,1,1,2,2
7030,1,1,1,1
7050,5,4,4,5
7052,5,5,5,5
7053,5,5,5,5
7054,5,5,5,5
7055,4,4,4,4
7109,3,3,4,3
7112,2,2,2,3
7113,3,3,3,4
7116,2,2,3,2
7117,3,2,3,2
7120,1,1,2,3
7140,1,1,2,1
7150,4,4,4,5
7155,5,5,5,5
7162,5,5,5,5
7163,4,3,3,4
7170,5,5,5,5
7171,4,4,3,3
7172,3,3,3,2
7173,4,3,3,3
7177,2,2,2,4
7178,4,3,3,4
7179,3,3,4,4
7180,1,2,2,2
7182,2,1,1,4
7184,1,1,1,1
7185,2,2,2,4
7186,1,1,1,3
7190,2,3,3,2
7209,1,2,3,2
7210,1,1,1,2
7211,1,1,1,4
7212,4,4,4,4
7213,1,1,2,2
7214,1,1,1,1
7215,2,2,2,3
7216,2,2,1,2
7248,1,1,1,2
7249,4,3,2,3
7250,4,4,3,4
7252,4,5,5,4
7253,1,1,1,1
7254,3,4,5,4
7255,3,2,2,4
7256,3,4,4,4
7258,5,5,5,5
7259,3,3,3,3
7260,2,2,2,1
7261,1,1,1,1
7262,3,4,4,3
7263,2,2,2,2
7264,1,1,1,2
7265,2,2,3,3
7267,4,5,5,3
7268,4,4,4,4
7270,2,2,2,1
7275,4,4,4,4
7276,4,4,4,4
7277,5,5,5,4
7290,4,4,4,2
7291,4,4,5,3
7292,4,4,5,5
7300,4,4,4,2
7301,3,3,2,2
7302,3,3,3,2
7303,3,3,3,3
7304,2,3,2,3
7305,1,1,1,1
7306,2,3,2,2
7307,3,3,3,3
7310,3,2,2,2
7315,3,3,2,2
7316,3,3,3,3
7320,2,2,1,1
7321,3,4,4,3
7322,2,2,2,1
7325,3,2,2,2
7330,2,3,3,1
7331,2,2,3,1
7466,2,3,4,1
7467,2,2,1,1
7468,4,3,4,2
7469,1,1,1,1
7470,1,1,1,1
